Year,Brand,Campaign,Star Date,End Date,TA,Publisher,Reach Fre.,cost,Universe(000),tauv,Market,reach,split,IMP Actual
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,236762.0,7753.0,4171150.0,上海,0.04374383874824339,OTV," 13,356,000 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,132437.0,5365.0,3307617.0,成都,0.03468776349183044,OTV," 9,236,867 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23426.0,1483.0,660675.0,达州,0.0069286553264676885,OTV," 1,931,223 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,10683.0,646.0,364713.0,广元,0.003824831679845628,OTV," 922,208 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,17035.0,1035.0,554750.0,乐山,0.0058177947437968,OTV," 1,476,568 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,19666.0,1272.0,638262.0,泸州,0.006693604882857562,OTV," 1,643,413 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,27225.0,1714.0,842772.0,南充,0.008564756097560976,OTV," 2,241,649 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,45006.0,2218.0,1566595.0,昆明,0.015920680894308942,OTV," 4,251,443 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,79247.0,3311.0,2239160.0,杭州,0.0029050383699734685,OTV," 5,818,277 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,16640.0,877.0,551400.0,湖州,0.0007153745856496948,OTV," 1,397,674 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,34288.0,1462.0,778159.0,嘉兴,0.0010095668701388845,OTV," 2,657,257 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,32831.0,1767.0,1075924.0,金华,0.0013958808227975375,OTV," 2,871,422 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,56117.0,2544.0,1589183.0,宁波,0.002061772089493179,OTV," 4,714,653 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,9555.0,511.0,315397.0,衢州,0.00040918933295276894,OTV," 792,947 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,33755.0,1404.0,847473.0,绍兴,0.0010994933736385632,OTV," 2,862,189 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,36312.0,1877.0,1030930.0,台州,0.0013375065679793977,OTV," 3,169,018 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,57519.0,3184.0,1529873.0,温州,0.003754989887684574,OTV," 4,920,064 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,27535.0,1879.0,908405.0,揭阳,0.0022296305568645933,OTV," 2,321,047 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,19263.0,824.0,485738.0,阳江,0.0011922174442349984,OTV," 1,672,354 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,26019.0,1200.0,571988.0,清远,0.0014937025537104403,OTV," 2,199,724 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,31143.0,2139.0,1116679.0,阜阳,0.002916121096902069,OTV," 2,723,353 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,14726.0,815.0,496510.0,淮南,0.0012965975771218464,OTV," 1,278,377 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,11346.0,783.0,330979.0,马鞍山,0.0008643261353813853,OTV," 1,004,855 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,37130.0,1629.0,959660.0,茂名,0.002506078086767137,OTV," 3,066,464 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,21414.0,885.0,618029.0,六盘水,0.0016139350748042086,OTV," 1,854,667 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,34917.0,1684.0,910438.0,黄冈,0.002377538629473041,OTV," 2,650,582 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,20085.0,717.0,439617.0,咸宁,0.0011480258948693375,OTV," 1,518,355 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,18617.0,1272.0,608353.0,孝感,0.0015886669469593897,OTV," 1,505,421 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,29764.0,1739.0,894168.0,邵阳,0.002335050779118018,OTV," 2,473,802 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23142.0,1155.0,676913.0,湘潭,0.001661446061105875,OTV," 1,926,721 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23821.0,1271.0,674193.0,益阳,0.0016547699693685203,OTV," 1,957,410 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,25152.0,1139.0,655576.0,抚州,0.0016090755576500157,OTV," 2,072,057 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,22484.0,1225.0,789523.0,吉安,0.0019378411679233428,OTV," 1,923,289 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,11960.0,663.0,361235.0,景德镇,0.0008866316171850455,OTV," 1,014,920 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23592.0,1118.0,633284.0,枣庄,0.0015543610587496074,OTV," 1,945,734 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,21066.0,1167.0,623483.0,滨州,0.0015303050384857053,OTV," 1,741,184 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,40023.0,1898.0,1038499.0,菏泽,0.002548939188658498,OTV," 3,337,230 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,31116.0,1598.0,895586.0,聊城,0.0015885493529344988,OTV," 2,613,145 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,54023.0,3021.0,1720372.0,临沂,0.003051516914519242,OTV," 4,632,560 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,16771.0,866.0,473050.0,日照,0.0008390743841525713,OTV," 1,415,846 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23123.0,1287.0,598464.0,威海,0.0023856969165454147,OTV," 1,924,193 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23020.0,1181.0,675522.0,德阳,0.0016580319274269557,OTV," 1,868,731 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,28223.0,1282.0,756138.0,绵阳,0.001855899505183789,OTV," 2,340,408 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,17112.0,869.0,483309.0,眉山,0.001186255596135721,OTV," 1,436,850 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,13501.0,809.0,392591.0,广安,0.0006963599018049722,OTV," 1,116,381 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,20299.0,1026.0,529645.0,内江,0.0011700595363016801,OTV," 1,678,865 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,13519.0,705.0,376443.0,自贡,0.0009239588242224316,OTV," 1,135,765 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,13495.0,693.0,447380.0,保山,0.0010980698240653471,OTV," 1,238,405 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,9288.0,375.0,281127.0,丽江,0.000690010897737983,OTV," 713,705 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,33746.0,1911.0,1037917.0,曲靖,0.0025475107013823435,OTV," 2,832,292 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,16177.0,821.0,478553.0,玉溪,0.001174582253377317,OTV," 1,319,214 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,21844.0,832.0,661918.0,海口,0.0016246416509582155,OTV," 1,878,198 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23484.0,1373.0,837483.0,兰州,0.002055556373704053,OTV," 1,988,371 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,68544.0,3468.0,2042815.0,石家庄,0.0050139780670750865,OTV," 5,910,094 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,81898.0,3669.0,2355220.0,郑州,0.005780759110901665,OTV," 6,008,020 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,73753.0,3715.0,1927003.0,哈尔滨,0.0047297238257932766,OTV," 6,026,047 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,60886.0,2569.0,1643898.0,长春,0.0040348580348727615,OTV," 5,146,567 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,45476.0,2246.0,1183786.0,大连,0.0029055382108074145,OTV," 3,876,821 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,18981.0,807.0,499509.0,银川,0.0012260176131008483,OTV," 1,552,050 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,103232.0,5551.0,2720481.0,天津,0.006677272325636192,OTV," 8,482,522 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,25906.0,1238.0,808232.0,乌鲁木齐,0.001983761388627081,OTV," 2,283,526 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,15910.0,723.0,459789.0,西宁,0.0011285270381715363,OTV," 1,386,689 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,6061.0,205.0,148227.0,拉萨,0.0003638150918944392,OTV," 500,233 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,56169.0,2249.0,1450346.0,唐山,0.003559795201068175,OTV," 4,621,480 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,33955.0,1527.0,1254951.0,常州,0.0030802088242224317,OTV," 2,961,783 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,41899.0,2232.0,1261586.0,南通,0.003096494070059692,OTV," 3,590,411 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,83242.0,4653.0,2502846.0,苏州,0.0061430990810556075,OTV," 6,735,783 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,41990.0,2191.0,1307503.0,无锡,0.003209194843700911,OTV," 3,806,099 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,53090.0,2605.0,1564841.0,徐州,0.003840816937637449,OTV," 4,446,504 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,36534.0,1851.0,1107931.0,盐城,0.0027193562480364434,OTV," 3,123,307 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,22833.0,1197.0,714928.0,扬州,0.0017547518064718818,OTV," 1,952,477 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,21541.0,1154.0,467271.0,吉林市,0.001146891199340245,OTV," 1,789,143 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,27890.0,1176.0,759686.0,泰州,0.0018646078777882502,OTV," 2,360,840 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23407.0,1178.0,649805.0,镇江,0.0015949109527175621,OTV," 1,964,624 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,21136.0,954.0,484125.0,鞍山,0.0011882584236569274,OTV," 1,782,063 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,14119.0,654.0,314517.0,丹东,0.0007719648327049953,OTV," 1,169,793 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,17953.0,740.0,446494.0,营口,0.0010958951853597236,OTV," 1,518,836 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,28513.0,1477.0,868191.0,安阳,1.1263724644356079e-06,OTV," 2,406,311 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,25917.0,1286.0,754010.0,焦作,9.782364732058875e-07,OTV," 2,151,100 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23657.0,1479.0,901991.0,开封,1.170223862685444e-06,OTV," 2,018,538 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,47633.0,3107.0,1655452.0,南阳,2.1477480750144332e-06,OTV," 4,001,743 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,16565.0,818.0,471123.0,三门峡,6.112249200490409e-07,OTV," 1,383,753 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,34822.0,1727.0,987532.0,新乡,1.2812029294809837e-06,OTV," 2,852,624 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,25748.0,1401.0,829811.0,许昌,1.0765790719850542e-06,OTV," 2,159,731 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,27256.0,1350.0,706161.0,淮安,9.161582023521475e-07,OTV," 2,257,112 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23893.0,1217.0,801343.0,连云港,1.039645296678062e-06,OTV," 2,039,238 "
2019,Extra,Extra Y19 BPI P3 Trampoline Aftercare,2019/3/19,2019/4/17,P13-35,OTV,1+,23404.0,1173.0,679664.0,宿迁,1.6016854290043667e-06,OTV," 1,954,049 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,Total,OTV,1+,3332036.0,146795.0,96884700.0,national,0.0002283169511456534,OTV," 248,895,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,47986.0,2708.0,1756950.0,合肥,4.1404005721786386e-06,OTV," 3,844,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,262641.0,8041.0,6198003.0,北京,1.4606115807259694e-05,OTV," 13,708,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,191237.0,9058.0,5694765.0,重庆,7.388266507521553e-06,OTV," 15,425,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,59465.0,2492.0,1821901.0,福州,2.3636954533365336e-06,OTV," 5,034,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,65421.0,2916.0,1824250.0,泉州,2.3667429957770324e-06,OTV," 5,403,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,40375.0,2095.0,1302043.0,厦门,3.068373933351086e-06,OTV," 3,356,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,134816.0,4914.0,3225058.0,广州,7.600120657109932e-06,OTV," 7,610,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,157096.0,6262.0,4679593.0,深圳,1.1027854824988275e-05,OTV," 9,901,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,76026.0,4548.0,2821124.0,东莞,6.648216183606187e-06,OTV," 6,455,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,61168.0,3178.0,2133709.0,佛山,5.028264870635312e-06,OTV," 5,179,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,33196.0,1845.0,1131354.0,惠州,2.6661309365301183e-06,OTV," 2,754,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,54773.0,2721.0,1812730.0,南宁,4.271850837647846e-06,OTV," 4,437,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,23464.0,1649.0,1071026.0,贵阳,2.523962926217706e-06,OTV," 2,334,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,69082.0,3468.0,2143224.0,石家庄,5.050687769092456e-06,OTV," 5,849,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,47048.0,2249.0,1510653.0,唐山,3.5599809587998388e-06,OTV," 3,888,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,74075.0,3669.0,2251298.0,郑州,5.305373247585091e-06,OTV," 5,442,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,83934.0,3715.0,2200023.0,哈尔滨,5.184539393839417e-06,OTV," 7,207,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,86698.0,4095.0,2566746.0,武汉,6.048753013482018e-06,OTV," 6,575,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,53682.0,2724.0,1767331.0,长沙,4.3378176052466226e-06,OTV," 3,889,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,58998.0,2569.0,1838120.0,长春,4.5115653471567705e-06,OTV," 4,816,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,93204.0,3205.0,2370418.0,南京,5.818061773484135e-06,OTV," 6,002,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,25603.0,1527.0,927805.0,常州,2.277246799403079e-06,OTV," 2,132,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,41752.0,2232.0,1525795.0,南通,3.7449806589695254e-06,OTV," 3,775,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,98504.0,4653.0,3223598.0,苏州,7.912145578071003e-06,OTV," 8,242,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,44922.0,2191.0,1403993.0,无锡,3.4460242891925857e-06,OTV," 3,803,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,49261.0,2605.0,1804744.0,徐州,4.429645774426641e-06,OTV," 4,123,000 "
2019,Extra,Extra Y19 BPI P4 In Car,2019/4/26,2019/6/16,P13-35,OTV,1+,52410.0,2246.0,1330306.0,大连,3.2651635642475653e-06,OTV," 4,797,000 "
